,VenueId,VenueName,VenueLatitude,VenueLongitude,CategoryId,VenueAddress,City,HierarchyLevel,CategoryName,Level1,Level2,Level3,Level4,Level5,MeshBlockCode,CityCode,StateCode,State,LgaCode,LgaName,Key,LgaGroup,VenueCount,EgmCount,TotalNgr,TotalNgrPerAdult,MachinesPer1000Adult,AvgNgrPerMachine,AggregateNgrPerLgaStr,AverageNgrPerVenueStr,TotalNgrPerAdultStr,AvgNgrPerMachineStr,RankTotalNgr,RankTotalNgrPerAdult,RankEgmsPer1000Adult,RankAvgNgrPerMachine,Address,PostalCode,Latitude,Longitude,People,MedianAge,HouseholdIncome,Dwellings
190,4bed2387e3562d7f5691fef8,Paradise Pizza,-34.871134008457275,138.6725670518427,4bf58dd8d48988d1ca941735,"Unit 7/708 Lower North East Rd, Paradise SA 5075, Australia",Paradise,2,Pizza Place,Food,Pizza Place,,,,40023650000,41090,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Paradise SA 5075, Australia",5075,-34.872,138.676,6776.0,43,"1,192","2,582"
193,4c91ebd87f3b8cfa9e8aa01e,St Agnes Pizzeria,-34.8435247,138.70091218,4bf58dd8d48988d1ca941735,"1230 Grand Jct Rd, Hope Valley SA 5090, Australia",Hope Valley,2,Pizza Place,Food,Pizza Place,,,,40188900000,40601,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Hope Valley SA 5090, Australia",5090,-34.843,138.702,7887.0,47,"1,081","3,120"
194,52b5527011d2c9f3db268f95,Appetito Pizzeria,-34.87973,138.66223,4bf58dd8d48988d1ca941735,"605A Lower North East Rd, Campbelltown SA 5074, Australia",Campbelltown,2,Pizza Place,Food,Pizza Place,,,,40027041000,40211,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Campbelltown SA 5074, Australia",5074,-34.878,138.663,8152.0,41,"1,040","3,221"
196,50641aa1e4b049f75434c0c2,Aquila pizzeria,-34.879808,138.662481,4bf58dd8d48988d1ca941735,"599 Lower North East Rd, Campbelltown SA 5074, Australia",Campbelltown,2,Pizza Place,Food,Pizza Place,,,,40027041000,40211,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Campbelltown SA 5074, Australia",5074,-34.878,138.663,8152.0,41,"1,040","3,221"
200,4ddbc9e5d164b4610a6862b5,Pizza House,-34.883137,138.652722,4bf58dd8d48988d1ca941735,"44 James St, Campbelltown SA 5074, Australia",Campbelltown,2,Pizza Place,Food,Pizza Place,,,,40027041000,40211,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Campbelltown SA 5074, Australia",5074,-34.878,138.663,8152.0,41,"1,040","3,221"
201,4f97b30ce4b0f56fcf8b9cc6,Pizza Capers,-34.831885,138.686015,4bf58dd8d48988d1ca941735,"952 A10, Modbury SA 5092, Australia",Modbury,2,Pizza Place,Food,Pizza Place,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
203,4ee711766c25be9632d91e52,Mr Pizza and Kabab,-34.84767352514605,138.70294154946117,4bf58dd8d48988d1ca941735,"4 Honeysuckle Dr, Hope Valley SA 5090, Australia",Hope Valley,2,Pizza Place,Food,Pizza Place,,,,40188900000,40601,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Hope Valley SA 5090, Australia",5090,-34.843,138.702,7887.0,47,"1,081","3,120"
206,4bb5bb501344b713ae909c04,Modbury Pizza bar,-34.83730827,138.67833492,4bf58dd8d48988d1ca941735,"865 North East Road, Modbury SA 5092, Australia",Modbury,2,Pizza Place,Food,Pizza Place,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
208,4f5d9022e4b0b28dd5d6bd6b,Grumpys Brew House,-34.82231593991263,138.71154249373828,4bf58dd8d48988d1ca941735,"1 Woodbury Pl, Ridgehaven SA 5097, Australia",Ridgehaven,2,Pizza Place,Food,Pizza Place,,,,40180990000,41244,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Ridgehaven SA 5097, Australia",5097,-34.822,138.704,4008.0,42,"1,112","1,660"
209,4e58e2521495a89112764ccd,Athel-stoner's Pizza Bar,-34.876954,138.707887,4bf58dd8d48988d1ca941735,"15 Quondong Ave, Athelstone SA 5076, Australia",Athelstone,2,Pizza Place,Food,Pizza Place,,,,40023510000,40048,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Athelstone SA 5076, Australia",5076,-34.87,138.703,9149.0,43,"1,634","3,327"
210,506eb654e4b063a86641192f,W.O.G (Wood Oven Gourmet) Pizza,-34.88014,138.66772,4bf58dd8d48988d1ca941735,"36F Hambledon Rd, Campbelltown SA 5074, Australia",Campbelltown,2,Pizza Place,Food,Pizza Place,,,,40027041000,40211,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Campbelltown SA 5074, Australia",5074,-34.878,138.663,8152.0,41,"1,040","3,221"
211,4c0f269fc6cf76b0a0f38151,Domino's Pizza,-34.878057,138.6745355,4bf58dd8d48988d1ca941735,"84 Newton Rd, Newton SA 5074, Australia",Newton,2,Pizza Place,Food,Pizza Place,,,,40023600000,41020,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Newton SA 5074, Australia",5074,-34.880165,138.6815087,4788.0,41,"1,267","1,827"
214,5e0d6324d02b110008b0eba3,Slice Of Brooklyn,-34.831455,138.69026,4bf58dd8d48988d1ca941735,"972-976 NE Rd Westfield Tea Tree Plaza, Modbury SA 5092, Australia",Modbury,2,Pizza Place,Food,Pizza Place,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
215,4f818307e4b02f4580fbbd53,La Romana Pizzeria,-34.888421836821436,138.67416864860286,4bf58dd8d48988d1ca941735,"Biodiversity Garden, Cnr Montacute and Newton, Rds, Campbelltown SA 5073, Australia",Campbelltown,2,Pizza Place,Food,Pizza Place,,,,40027041000,40211,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Campbelltown SA 5074, Australia",5074,-34.878,138.663,8152.0,41,"1,040","3,221"
216,509b776ce4b05398f21bffc6,De Corso's,-34.8975013455776,138.66036312238128,4bf58dd8d48988d1ca941735,"30 Reid Ave, Tranmere SA 5073, Australia",Tranmere,2,Pizza Place,Food,Pizza Place,,,,40027202000,41455,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Tranmere SA 5073, Australia",5073,-34.905,138.662,3757.0,39,"1,425","1,433"
217,4e57661ed16491e0ae485cc0,Claudes Pizza,-34.8440384333009,138.67204788967754,4bf58dd8d48988d1ca941735,"750 North East Road, Modbury SA 5092, Australia",Modbury,2,Pizza Place,Food,Pizza Place,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
218,588c5fb54988da5852d9ee5d,The Killer Tomato,-34.876704,138.67578,4bf58dd8d48988d1ca941735,"94-96 Gorge Rd, Newton SA 5074, Australia",Newton,2,Pizza Place,Food,Pizza Place,,,,40023600000,41020,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Newton SA 5074, Australia",5074,-34.880165,138.6815087,4788.0,41,"1,267","1,827"
222,4df34a757d8b18e1722e5e20,Australia's Pizza House,-34.82942811399597,138.67141842842102,4bf58dd8d48988d1ca941735,"52 Berryman Dr, Modbury SA 5092, Australia",Modbury,2,Pizza Place,Food,Pizza Place,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
223,4f8a2c03e4b029818af60a54,Mr Pizza & Kebab,-34.84389791802371,138.69989845560048,4bf58dd8d48988d1ca941735,"1222 Grand Jct Rd, Hope Valley SA 5090, Australia",Hope Valley,2,Pizza Place,Food,Pizza Place,,,,40188900000,40601,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Hope Valley SA 5090, Australia",5090,-34.843,138.702,7887.0,47,"1,081","3,120"
224,4d01e74e3fd4224bc5f1b377,Monica's Pizza,-34.8271392715375,138.6944203245885,4bf58dd8d48988d1ca941735,"1009 North East Road, Ridgehaven SA 5097, Australia",Ridgehaven,2,Pizza Place,Food,Pizza Place,,,,40180990000,41244,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Ridgehaven SA 5097, Australia",5097,-34.822,138.704,4008.0,42,"1,112","1,660"
225,56b31731498ee42eaf91a8a9,Pizza Lord,-34.823002,138.710667,4bf58dd8d48988d1ca941735,"1206 A10, St Agnes SA 5097, Australia",Saint Agnes,2,Pizza Place,Food,Pizza Place,,,,40188851000,41353,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"St Agnes SA 5097, Australia",5097,-34.830278,138.711111,4136.0,44,"1,345","1,564"
241,4d1eece08629224bb1700787,Domino's Pizza,-34.90475,138.65799,4bf58dd8d48988d1ca941735,"200 Glynburn Rd, Tranmere SA 5073, Australia",Tranmere,2,Pizza Place,Food,Pizza Place,,,,40027202000,41455,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Tranmere SA 5073, Australia",5073,-34.905,138.662,3757.0,39,"1,425","1,433"
254,5d7f3c0d4b4ae00008fb3f45,Brasco's Pizzeria,-34.895763,138.6572,4bf58dd8d48988d1ca941735,"Unit 3/86 Glynburn Rd, Hectorville SA 5073, Australia",Hectorville,2,Pizza Place,Food,Pizza Place,,,,40027190000,40576,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Hectorville SA 5073, Australia",5073,-34.8929224,138.6652086,3738.0,40,"1,043","1,554"
263,4fc734ede4b0dd28ca81d035,Domino's Pizza,-34.79080992542126,138.69452834129333,4bf58dd8d48988d1ca941735,"35A/1037 The Golden Way, Golden Grove SA 5125, Australia",Golden Grove,2,Pizza Place,Food,Pizza Place,,,,40184101000,40511,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Golden Grove SA 5125, Australia",5125,-34.7838889,138.7061111,10237.0,42,"1,519","3,763"
264,4e3297f218a846d7ed08cd01,Pizza Hut,-34.79184,138.69280834724984,4bf58dd8d48988d1ca941735,"Lot 1035 Helicon Dr, Golden Grove SA 5125, Australia",Golden Grove,2,Pizza Place,Food,Pizza Place,,,,40184101000,40511,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Golden Grove SA 5125, Australia",5125,-34.7838889,138.7061111,10237.0,42,"1,519","3,763"
265,57f9c4e6498e3aa87d48d17a,Vals Pizza,-34.79530075100942,138.72221373158496,4bf58dd8d48988d1ca941735,"22 Vicenzo St, Fairview Park SA 5126, Australia",Fairview Park,2,Pizza Place,Food,Pizza Place,,,,40184140000,40424,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Fairview Park SA 5126, Australia",5126,-34.7999009,138.7316925,3600.0,40,"1,525","1,319"
266,4d9edabdfca1b60cf740b150,Greenwith Pizza & Pasta,-34.771046323099064,138.70977318847926,4bf58dd8d48988d1ca941735,"12 Kea Pl, Greenwith SA 5125, Australia",Greenwith,2,Pizza Place,Food,Pizza Place,,,,40185520000,40532,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Greenwith SA 5125, Australia",5125,-34.766,138.715,8992.0,38,"1,622","3,224"
267,50d55e9ae4b00d64194240c1,Roman Pizza,-34.81807740014197,138.68264759221634,4bf58dd8d48988d1ca941735,"274 Milne Rd, Modbury Heights SA 5092, Australia",Modbury Heights,2,Pizza Place,Food,Pizza Place,,,,40180980000,40892,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury Heights SA 5092, Australia",5092,-34.811,138.686,6699.0,40,"1,379","2,506"
268,4cbeb8fd00d83704ad123f5c,Australia's Pizza House,-34.820849815652274,138.72711181640625,4bf58dd8d48988d1ca941735,"1338 North East Road, Tea Tree Gully SA 5091, Australia",Tea Tree Gully,2,Pizza Place,Food,Pizza Place,,,,40184060000,41418,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Tea Tree Gully SA 5091, Australia",5091,-34.826,138.726,3244.0,43,"1,389","1,260"
269,4d7006c78781b60c19034635,Uncle Grumpies Pizza,-34.800689,138.678073,4bf58dd8d48988d1ca941735,"11 Scarborough Ct, Wynn Vale SA 5127, Australia",Wynn Vale,2,Pizza Place,Food,Pizza Place,,,,40185510000,41648,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Wynn Vale SA 5127, Australia",5127,-34.802,138.69,7756.0,41,"1,490","2,947"
270,52416027498eaacf8121cfe4,Pizza Star,-34.805944,138.702968,4bf58dd8d48988d1ca941735,"246 Grenfell Rd, Surrey Downs SA 5126, Australia",Surrey Downs,2,Pizza Place,Food,Pizza Place,,,,40181941000,41396,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Surrey Downs SA 5126, Australia",5126,-34.801,138.712,3326.0,37,"1,445","1,259"
271,4e61f544b61cd7808856b1d3,Angela's Pizza,-34.79973521579301,138.68642459031565,4bf58dd8d48988d1ca941735,"Shop 1 Sunnybrook Shopping Centre, Sunnybrook Dr, Wynn Vale SA 5127, Australia",Wynn Vale,2,Pizza Place,Food,Pizza Place,,,,40185510000,41648,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Wynn Vale SA 5127, Australia",5127,-34.802,138.69,7756.0,41,"1,490","2,947"
272,5dd0f93e6a6dce0007e27db8,Caffe Aroma,-34.773098,138.72845,4bf58dd8d48988d1ca941735,"Shop 6 The Stables corner Golden Grove Road and Sandstock Boulevard, Golden Grove SA 5125, Australia",Golden Grove,2,Pizza Place,Food,Pizza Place,,,,40184101000,40511,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Golden Grove SA 5125, Australia",5125,-34.7838889,138.7061111,10237.0,42,"1,519","3,763"
286,583b75a1424f9379712139f5,Wild Aquatics,-34.8764,138.66454,4fceea171983d5d06c3e9823,"637 Lower North East Rd, Campbelltown SA 5074, Australia",Campbelltown,2,Aquarium,Arts & Entertainment,Aquarium,,,,40027041000,40211,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Campbelltown SA 5074, Australia",5074,-34.878,138.663,8152.0,41,"1,040","3,221"
287,4bc04f0a461576b0d6fd7932,Hectorville Community Centre,-34.897036777105406,138.6622667312622,5032792091d4c4b30a586d5c,"45-47 Reid Ave, Hectorville SA 5073, Australia",Hectorville,2,Concert Hall,Arts & Entertainment,Concert Hall,,,,40027190000,40576,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Hectorville SA 5073, Australia",5073,-34.8929224,138.6652086,3738.0,40,"1,043","1,554"
289,4b551eccf964a520d5db27e3,St Ignatius College,-34.87725,138.69736,4bf58dd8d48988d1a8941735,"St Ignatius College, 2 Manresa Ct, Athelstone SA 5076, Australia",Athelstone,2,General College & University,College & University,General College & University,,,,40023510000,40048,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Athelstone SA 5076, Australia",5076,-34.87,138.703,9149.0,43,"1,634","3,327"
293,4c0f19e47189c928edabd9b6,Highbury Primary School,-34.84865998240711,138.7087869644165,4bf58dd8d48988d1a8941735,"46 Beckman Ave, Highbury SA 5089, Australia",Highbury,2,General College & University,College & University,General College & University,,,,40184360000,40581,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Highbury SA 5089, Australia",5089,-34.854,138.697,6588.0,42,"1,705","2,334"
295,4cbd30d5035d236a6bbee94e,East Para Primary School,-34.81758260325365,138.66751277294716,4bf58dd8d48988d1a8941735,"10 Caroona Ave, Modbury Heights SA 5096, Australia",Modbury Heights,2,General College & University,College & University,General College & University,,,,40180980000,40892,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury Heights SA 5092, Australia",5092,-34.811,138.686,6699.0,40,"1,379","2,506"
296,4d55e1c358856dcb3cfb4f6d,East Marden Primary School,-34.88314036077931,138.65269110832253,4bf58dd8d48988d1a8941735,"44 James St, Campbelltown SA 5074, Australia",Campbelltown,2,General College & University,College & University,General College & University,,,,40027041000,40211,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Campbelltown SA 5074, Australia",5074,-34.878,138.663,8152.0,41,"1,040","3,221"
314,4e8a3b956da1c8a30940bc81,Banksia Park P. S.,-34.815678504992604,138.7278266525579,4bf58dd8d48988d1a8941735,"627 Milne Rd, Tea Tree Gully SA 5091, Australia",Tea Tree Gully,2,General College & University,College & University,General College & University,,,,40184060000,41418,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Tea Tree Gully SA 5091, Australia",5091,-34.826,138.726,3244.0,43,"1,389","1,260"
315,4bfb2c65ab180f474591b3ce,Pedare Christian College,-34.794909062567534,138.69362167954182,4bf58dd8d48988d1a8941735,"12- 30 Surrey Farm Dr, Golden Grove SA 5125, Australia",Golden Grove,2,General College & University,College & University,General College & University,,,,40184101000,40511,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Golden Grove SA 5125, Australia",5125,-34.7838889,138.7061111,10237.0,42,"1,519","3,763"
318,4d0aede89a44370441bfb667,Tea Tree Gully Library,-34.8283101,138.68994645,4bf58dd8d48988d1a7941735,"571 Montague Rd, Modbury SA 5092, Australia",Modbury,2,College Library,College & University,College Library,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
320,5301455d498e5c1f915dff8e,TTG Tafe library,-34.83247819479724,138.69648313551878,4bf58dd8d48988d1a7941735,"100 Smart Rd, Modbury SA 5092, Australia",Modbury,2,College Library,College & University,College Library,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
325,5320de43498ed2488dad765f,Thiele Library,-34.794464,138.69537,4bf58dd8d48988d1a7941735,"1 Adey Pl, Golden Grove SA 5125, Australia",Golden Grove,2,College Library,College & University,College Library,,,,40184101000,40511,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Golden Grove SA 5125, Australia",5125,-34.7838889,138.7061111,10237.0,42,"1,519","3,763"
326,4f2f2d2ee4b006ef9afb73ad,Thelie,-34.793679457547846,138.69524837967663,4bf58dd8d48988d1a7941735,"C Block, Golden Grove SA 5125, Australia",Golden Grove,2,College Library,College & University,College Library,,,,40184101000,40511,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Golden Grove SA 5125, Australia",5125,-34.7838889,138.7061111,10237.0,42,"1,519","3,763"
351,5317a649498e5922306e1145,St Joseph's Tranmere,-34.88940397470803,138.6665088283024,4bf58dd8d48988d198941735,"Stop 20 Montacute Rd - South side, Hectorville SA 5073, Australia",Hectorville,2,College Academic Building,College & University,College Academic Building,,,,40027190000,40576,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Hectorville SA 5073, Australia",5073,-34.8929224,138.6652086,3738.0,40,"1,043","1,554"
353,5214166111d28fa156510de2,Influencers Bible College,-34.87018509133073,138.66773315346023,4bf58dd8d48988d198941735,"57 Darley Rd, Paradise SA 5075, Australia",Paradise,2,College Academic Building,College & University,College Academic Building,,,,40023650000,41090,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Paradise SA 5075, Australia",5075,-34.872,138.676,6776.0,43,"1,192","2,582"
